Code,Description
"9148V","Lineas Aereas Azteca (International)"
"9148W","Aerolitoral (International)"
"9153A","Aerolineas Nicaraguenses (International)"
"9153B","Central American Airlines (International)"
"9153C","Nicaraguense De Aviacion Sa (International)"
"9162A","Pacific International Airlines (International)"
"9162B","Air Panama Internacional (International)"
"9162C","Compania Panamena (Copa) (International)"
"9162D","DHL Aero Expresso (International)"
"9204A","Bahamasair Holding Limited (International)"
"9204B","Lb Limited (International)"
"9205A","Caribbean Air Cargo Co Ltd. (International)"
"9206A","Seagreen Air Transport (International)"
"9206B","Antigua Paradise Airways (International)"
"9224A","Aerochago S.A. (International)"
"9224B","Aerolineas Mundo (International)"
"9224C","Aeromar C. Por A. (International)"
"9224D","Alas De Transporte International (International)"
"9224E","Apa International Air S.A. (International)"
"9224F","Argo S. A. (International)"
"9224G","Compania Dominicana De Avia (International)"
"9224H","Hispaniola Airways (International)"
"9224I","Aerotour Dominicano Cxa (International)"
"9224J","Air Atlantic Dominicana (International)"
"9224K","Queen Air (International)"
"9224L","Lan Dominica (International)"
"9233A","Cayman Airways Limited (International)"
"9235A","Soc.Nouvelle Air Guadeloupe (International)"
"9238A","Air Haiti S. A. (International)"
"9238B","Haiti Air Freight Intl (International)"
"9238C","Haiti Trans Air (International)"
"9238E","Halisa Air (International)"
"9243A","Air Jamaica Limited (International)"
"9243B","Jamaica Air Freighters (International)"
"9259A","Dutch Caribbean Airlines (International)"
"9259B","Air Caribbean (1) (International)"
"9275A","Regal Air (International)"
"9276A","St. Lucia Airways Limited (International)"
"9277A","Air Aruba (International)"
"9277B","Aruba Cargo (International)"
"9280A","Caribbean Airlines Limited (International)"
"9281A","Caicos Caribbean Airways (International)"
"9281B","Turks Air Ltd. (International)"
"9303A","Aerolineas Argentinas (International)"
"9303B","Aerotransportes Entre Rios (International)"
"9303C","Serv De Trans Aereos Fuegui (International)"
"9303D","Tar Airlines (International)"
"9303F","Lapa-Lineas Aereas Privadas (International)"
"9303G","Southern Wind Airlines (International)"
"9312A","Lloyd Aereo Boliviano S. A. (International)"
"9312B","Transp. Aereos Bolivianos (International)"
"9316A","Transbrasil S.A. (International)"
"9316B","Varig S. A. (International)"
"9316C","Viacao Aerea Sao Paulo (International)"
"9316D","Brasair Transportes Aereos (International)"
"9316E","ABSA-Aerolinhas Brasileiras (International)"
"9316F","Transportes Aeros Meridiona (International)"
"9316G","Varig Logistica S/A (International)"
"9324A","Ladeco (International)"
"9324B","Lan-Chile Airlines (International)"
"9324C","Fast Air Carrier Ltd. (International)"
"9327A","Aerovias Nacl De Colombia (International)"
"9327B","Aerovias Colombianas Arca (International)"
"9327C","Lineas Aereas Del Caribe (International)"
"9327D","Transportes Aereos Mercantiles Panamericanos S.A (International)"
"9327E","Sociedad Aeronautica De Med (International)"
"9327F","Aces Airlines (International)"
"9327G","Aero Transcolombiana (International)"
"9327H","Lineas Aereas Suramerican (International)"
"9337A","Aeroservicios Ecuatorianos (International)"
"9337B","Andes (International)"
"9337C","Ecuatoriana De Aviacion (International)"
"9337D","Saeta Airlines (International)"
"9337E","Lan Ecuador (International)"
"9350A","Guyana Airways Corporation (International)"
"9365A","Lineas Aereas Paraguayas (International)"
"9368A","Aero Peru (International)"
"9368B","Aeronaves Del Peru (International)"
"9368C","Compan. De Aviacion Faucett (International)"
"9368D","Export Air Del Peru S.A. (International)"
"9368E","Lan Peru Airlines (International)"
"9368F","Aero Continente (International)"
"9368G","Taca Peru (International)"
"9368H","Cielos De Peru (International)"
"9379A","Surinam Airways Limited (International)"
"9385A","Primeras Lineas Uruguays For International (International)"
"9385B","Aerosur (1) (International)"
"9385C","Aero Uruguay (International)"
"9385D","Aerolineas Uruguayas S.A. (International)"
"9388A","Aerovias Venezolanas-Avensa (International)"
"9388B","Venezuelan International Airways (International)"
"9388C","Interamericana De Aviacion (International)"
"9388D","Zuliana De Aviacion (International)"
"9388E","Aerolineas Latinas (International)"
"9388F","General Air Cargo (International)"
"9388G","Aeroejecutivos C.A. (International)"
"9388H","Aeropostal Alas De Venezuel (International)"
"9388I","Servicios Avensa (International)"
"9388J","Caraven S.A. (International)"
"9388K","Venexcargo (International)"
"9388L","J.D.Valenciana De Aviation (International)"
"9388M","Vensecar International (International)"
"9403A","Austrian Airlines (International)"
"9403B","Lauda Air Luftfahrt Ag (International)"
"9409A","Sabena Belgian World Air. (International)"
"9409B","Air Belgium (International)"
"9409C","Skyjet S.A. (International)"
"9409D","Sobelair (International)"
"9409E","City Bird (International)"
"9411A","Jes Air Ltd. (International)"
"9411B","Balkan Bulgarian Airlines (International)"
"9417A","Czech Airlines (International)"
"9418A","Czech Airlines (International)"
"9419A","A/S Conair (International)"
"9419B","Maersk Air I/S (International)"
"9419C","Sterling Airways A/S (International)"
"9419D","Premiair (International)"
"9419E","Sterling Cargo (International)"
"9425A","Finnair Oy (International)"
"9427A","Air Charter (Safa) (International)"
"9427B","Compagnie Natl Air France (International)"
"9427C","Corse Air International (International)"
"9427D","Air Liberte Aka Aom Minerve (International)"
"9427E","Union De Transports Aeriens (International)"
"9427F","Aeromaritime (International)"
"9427G","Air Liberte (International)"
"9427H","Trans Europ. Airways France (International)"
"9427I","Aero-Services-Corporate (International)"
"9427J","Airbus Transport Internat'l (International)"
"9429A","Condor Flugdienst (International)"
"9429B","Lufthansa Cargo Airlines (International)"
"9429C","Hapag Lloyd Flug. (International)"
"9429D","Lufthansa German Airlines (International)"
"9429E","Luftransport-Unternehmen (International)"
"9429F","Britannia Airways GmbH (International)"
"9429G","Jet Connection Businessflight Ag (International)"
"9433A","Olympic Airways (International)"
"9437A","Malev Hungarian Airlines (International)"
"9439A","Icelandair (International)"
"9439B","Air Atlanta Icelandic (International)"
"9441A","Aer Turas Teoranta (International)"
"9441B","Aer Lingus Plc (International)"
"9441C","Translift Airways Limited (International)"
"9450A","Italia Transporto Aereo S.P.A DBA ITA S.P.A (International)"
"9450B","Air Europe S.P.A. (International)"
"9454A","Cargolux Airlines International S.A (International)"
"9454B","Luxair (International)"
"9454C","Translux Intl Airlines (International)"
"9456A","Air Malta (International)"
"9461A","Klm Royal Dutch Airlines (International)"
"9461B","Martinair Holland N.V. (International)"
"9467A","Polskie Linie Lotnicze (International)"
"9469A","Tap-Portuguese Airlines (International)"
"9469C","Euro Atlantic Airways (International)"
"9469D","Sata Internacional (International)"
"9473A","Tarom Romanian Air Transpor (International)"
"9475A","Aeroflot Russian Airlines (International)"
"9475B","Volga-Dnepr Airlines (International)"
"9475C","Transaero Airlines (International)"
"9475D","North East Cargo Airlines (International)"
"9475E","Polyot Airlines (International)"
"9475F","Avia Leasing Company (International)"
"9480A","Yugoslav Airlines (International)"
"9482A","Air Europa (International)"
"9482B","Iberia Air Lines Of Spain (International)"
"9482C","Spanair S.A. (International)"
"9482D","Oasis International Airlines S.A. (International)"
"9482E","Air Comet S.A. (International)"
"9484A","Scanair (International)"
"9484B","Scandinavian Airlines Sys. (International)"
"9484C","Blue Scandinavia Ab (International)"
"9484D","Time Air Sweden Ab (International)"
"9484E","TUIfly Nordic A.B. (International)"
"9484F","Novair Airlines Ab (International)"
"9486A","Balair Ag (International)"
"9486B","Swissair Transport Co. Ltd. (International)"
"9486C","Swiss World Airways (International)"
"9486E","Privatair (International)"
"9486F","Edelweiss Air Ag (International)"
"9486G","Swiss International Airlines (International)"
"9486H","G5 Executive Ag (International)"
"9486I","Belair Airlines Ltd. (International)"
"9488A","Air Ukraine (International)"
"9488B","Antonov Company (International)"
"9488C","Aerosvit Ukranian Airlines (International)"
"9493A","Air Europe Limited (International)"
"9493B","First Choice Airways (International)"
"9493C","Anglo Airlines Ltd. (International)"
"9493D","Britannia Airways Ltd. (International)"
"9493E","British Airways Plc (International)"
"9493F","British Midland Airways Ltd. (International)"
"9493G","Cal Air International Ltd. (International)"
"9493H","Thomas Cook Airlines Uk Ltd. (International)"
"9493I","Heavylift Cargo Airlines Lt (International)"
"9493J","Monarch Airlines (International)"
"9493K","Virgin Atlantic Airways (International)"
"9493L","Novair International Airways Ltd. (International)"
"9493M","Das Air Cargo (International)"
"9493N","Air Foyle Limited (International)"
"9493O","Leisure International Airways Ltd. (International)"
"9493P","Mytravel Airways (International)"
"9493Q","Flying Colours Airlines Ltd. (International)"
"9493R","Global Supply System (International)"
"9493S","European Aviation Air Charter (International)"
"9493T","Triair Bermuda Flt Operations (International)"
"9493U","Air Atlanta Europe (International)"
"9493V","Excel Airways (International)"
"9507A","Transportes Aereos De Cabo (International)"
"9522A","Ethiopian Airlines (International)"
"9529A","Ghana Airways Corporation (International)"
"9529B","MK Airlines Ltd. (International)"
"9533A","Air Afrique (International)"
"9548A","Royal Air Maroc (International)"
"9555A","Nigeria Airways Ltd. (International)"
"9562A","South African Airways (International)"
"9565A","Affretair (International)"
"9591A","Egyptair (International)"
"9591B","Zas Airline Of Egypt (International)"
"9597A","Zambia Airways Corp. (International)"
"9605A","Gulf Air Company (International)"
"9634A","Iraqi Airways (International)"
"9636A","El Al Israel Airlines Ltd. (International)"
"9636B","Challenge Airlines (IL) Ltd. (International)"
"9636C","Israir Airlines (International)"
"9639A","Alia-(The) Royal Jordanian (International)"
"9644A","Kuwait Airways Corp. (International)"
"9647A","Middle East Airlines S.A.L. (International)"
"9670A","Saudi Arabian Airlines Corp (International)"
"9678A","Emirates (International)"
"9679A","Turk Hava Yollari A.O. (International)"
"9703A","Biman Bangladesh Airlines (International)"
"9713A","Air China (International)"
"9713B","China Eastern Airlines (International)"
"9713C","China Southern Airlines (International)"
"9713D","China Cargo Airline (International)"
"9729A","Cathay Pacific Airways Ltd. (International)"
"9729B","Hong Kong Dragonair (International)"
"9733A","National Aviation Company of India Limited d/b/a Air India (International)"
"9736A","All Nippon Airways Co. (International)"
"9736B","Japan Air Lines Co. Ltd. (International)"
"9736C","Japan Air System Co. Ltd. (International)"
"9736D","Nippon Cargo Airlines (International)"
"9736E","Japan Air Charter Co. Ltd. (International)"
"9736F","World Air Network (International)"
"9736H","Harlequin Air Corporation (International)"
"9736I","Jalways Co. Ltd. (International)"
"9736J","Air Japan Co (International)"
"9746B","Transmile Air Service (International)"
"9749A","Malaysian Airline System (International)"
"9764A","Pakistan International Airlines (International)"
"9766A","Philippine Airlines Inc. (International)"
"9770A","Krasair (International)"
"9770B","Magadan Airlines (International)"
"9776A","Singapore Airlines Ltd. (International)"
"9778A","Korean Air Lines Co. Ltd. (International)"
"9778B","Asiana Airlines Inc. (International)"
"9781A","China Airlines Ltd. (International)"
"9781B","Eva Airways Corporation (International)"
"9782A","Thai Airways International Ltd. (International)"
"9788A","Uzbekistan Airways (International)"
"9802A","Qantas Airways Ltd. (International)"
"9821A","Air Pacific Ltd. (International)"
"9823A","Air Tahiti Nui (International)"
"9824A","Air Tungaru Corporation (International)"
"9832A","P.T. Garuda Indonesian Arwy (International)"
"9844A","Air Marshall Islands Inc. (International)"
"9845A","Air Nauru (International)"
"9851A","Air New Zealand (International)"
"9892A","Polynesian Airlines Ltd. (International)"
"99002","All Canada Express (International)"
"9900A","Air Canada (International)"
"9900B","Air Charter Systems (Acs) (International)"
"9900C","Air Transat (International)"
"9900D","Bradley Air Services Ltd. (International)"
"9900E","Canada 3000 Airlines Ltd. (International)"
"9900F","Canadian Airlines International Ltd. (International)"
"9900G","Jazz Aviation LP (International)"
"9900H","Airbc Ltd. (International)"
"9900J","N. W. Territorial Airways (International)"
"9900K","Nationair (International)"
"9900M","Pem-Air Limited (International)"
"9900N","Intair (International)"
"9900O","Time Air Ltd. (International)"
"9900P","Worldways Canada Ltd. (International)"
"9900R","Advance Air Charters (International)"
"9900S","Jetall Airways (International)"
"9900T","Sky Service F.B.O. (International)"
"9900U","Air Club International (International)"
"9900V","Royal Air (International)"
"9900W","Cargojet Airways Ltd. (International)"
"9900X","Morningstar Air Express (International)"
"9900Y","Westjet (International)"
"9900Z","Nolinor Aviation (International)"
